2021-09-11 22:36:17,230 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-09-11 22:36:17,480 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-09-11 22:36:17,480 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-09-11 22:36:17,480 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-09-11 22:36:17,496 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-09-11 22:36:17,496 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-09-11 22:36:17,839 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-09-11 22:50:29,039 INFO  SwAddin.cs: 271 - Assembly export called for file simple_car
2021-09-11 22:50:29,174 INFO  SwAddin.cs: 276 - Save is required
2021-09-11 22:50:29,176 INFO  SwAddin.cs: 290 - Saving assembly
2021-09-11 22:50:29,707 INFO  SwAddin.cs: 293 - Opening property manager
2021-09-11 22:50:30,948 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from simple_car
2021-09-11 22:50:31,169 INFO  ExportHelperExtension.cs: 1142 - Found 42 in simple_car
2021-09-11 22:50:31,170 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [CoordSys] in simple_car
2021-09-11 22:50:31,171 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-09-11 22:50:31,231 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2021-09-11 22:50:31,233 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_front_wheel-1
2021-09-11 22:50:31,234 INFO  ExportHelperExtension.cs: 1142 - Found 24 in right_front_wheel-1
2021-09-11 22:50:31,235 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_front_wheel-1
2021-09-11 22:50:31,235 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_rear_wheel-1
2021-09-11 22:50:31,236 INFO  ExportHelperExtension.cs: 1142 - Found 24 in right_rear_wheel-1
2021-09-11 22:50:31,237 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_rear_wheel-1
2021-09-11 22:50:31,238 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_rear_wheel-3
2021-09-11 22:50:31,239 INFO  ExportHelperExtension.cs: 1142 - Found 24 in left_rear_wheel-3
2021-09-11 22:50:31,239 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_rear_wheel-3
2021-09-11 22:50:31,241 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_link-2
2021-09-11 22:50:31,241 INFO  ExportHelperExtension.cs: 1142 - Found 26 in base_link-2
2021-09-11 22:50:31,242 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base_link-2
2021-09-11 22:50:31,243 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_front_wheel-1
2021-09-11 22:50:31,243 INFO  ExportHelperExtension.cs: 1142 - Found 24 in left_front_wheel-1
2021-09-11 22:50:31,244 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_front_wheel-1
2021-09-11 22:50:31,268 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simple_car
2021-09-11 22:50:31,269 INFO  ExportHelperExtension.cs: 1142 - Found 42 in simple_car
2021-09-11 22:50:31,270 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simple_car
2021-09-11 22:50:31,270 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-09-11 22:50:31,271 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
